,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
27852,QUESTIONS,question,NOUN,,Plur,,,,,1,['questions'],[3980],45,45,Plural Noun,"i was looking to bring a customer to their lot to buy a car but the internet sales ##person last name is bala ##zic ##k sent me this email "" and if it was worth my time i would of bothered as ##wer ##ing your questions .","I was looking to bring a customer to their lot to buy a car but the Internet salesperson Last name is Balazick sent me this email "" AND IF IT WAS WORTH MY TIME I WOULD OF BOTHERED ASWERING YOUR QUESTIONS ."
27894,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,thank you for helping me get more healthy !,Thank you for helping me get more healthy !
27903,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"dr . ru ##ona , if you read this , thank you for helping me get more healthy .","Dr. Ruona , if you read this , thank you for helping me get more healthy ."
27920,signs,sign,NOUN,,Plur,,,,,1,['signs'],[5751],7,7,Plural Noun,i have been extremely pleased with the signs and pop - up banners she has supplied to me over the years - a truly first class family business run by tina and her husband chris .,I have been extremely pleased with the signs and pop - up banners she has supplied to me over the years - a truly first class family business run by Tina and her husband Chris .
27956,things,thing,NOUN,,Plur,,,,,1,['things'],[2477],8,8,Plural Noun,i ca n ' t say enough good things about karl ##a and the wonderful things she has done for me and my dog grace ##e .,I ca n't say enough good things about Karla and the wonderful things she has done for me and my dog Gracee .
27979,employees,employee,NOUN,,Plur,,,,,1,['employees'],[5126],3,3,Plural Noun,2 ) the employees constantly talk down to customers and are very argument ##ative for the sake of being argument ##ative .,2 ) The employees constantly talk down to customers and are very argumentative for the sake of being argumentative .
27999,for,for,ADP,,,,,,,0,['for'],[2005],16,16,Causal-Final Case,the mark up is minimal considering that the clothing is hard to find and often shipped for europe .,The mark up is minimal considering that the clothing is hard to find and often shipped for Europe .
28018,friends,friend,NOUN,,Plur,,,,,1,['friends'],[2814],26,26,Plural Noun,"the server we had was knowledge ##able but he was not as proper as he should have been , acting like he was talking to his friends rather than his customers .","The server we had was knowledgeable but he was not as proper as he should have been , acting like he was talking to his friends rather than his customers ."
28049,bugs,bug,NOUN,,Plur,,,,,1,['bugs'],[12883],7,7,Plural Noun,"yes , you still have a few bugs , but that ' s going to be anywhere you go !","Yes , you still have a few bugs , but that 's going to be anywhere you go !"
28068,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"i have lived in the utc la jo ##lla area for many years , and i never new this salon was here until a friend ref ##fer ##ed me to see holly here .","I have lived in the UTC La Jolla area for many years , and I never new this salon was here until a friend reffered me to see Holly here ."
28099,hotels,hotel,NOUN,,Plur,,,,,1,['hotels'],[9275],29,29,Plural Noun,it had listed that there was a hot breakfast but all this meant is that they added a wa ##ffle maker to the common continental affair at most cheap hotels .,It had listed that there was a hot breakfast but all this meant is that they added a waffle maker to the common continental affair at most cheap hotels .
28129,rooms,room,NOUN,,Plur,,,,,1,['rooms'],[4734],6,6,Plural Noun,the family suite was basically two rooms with a small opening between them which worked great for us because we were two families traveling together .,The family suite was basically two rooms with a small opening between them which worked great for us because we were two families traveling together .
28155,for,for,ADP,,,,,,,0,['for'],[2005],29,29,Causal-Final Case,"had a horrible experience with a manager here , rachel mc ##inn ##is , she was rude , inc ##ons ##ider ##ate and did not do the right thing for an item that was marked incorrectly . . .","Had a horrible experience with a manager here , Rachel McInnis , she was rude , inconsiderate and did not do the right thing for an item that was marked incorrectly ..."
28219,clients,client,NOUN,,Plur,,,,,1,['clients'],[7846],9,9,Plural Noun,since this is an alternative therapy i always refer clients to a li ##sen ##ced therapist when i feel that is appropriate .,Since this is an alternative therapy I always refer clients to a lisenced therapist when I feel that is appropriate .
28240,options,option,NOUN,,Plur,,,,,1,['options'],[7047],16,16,Plural Noun,"i would encourage anyone who is thinking of back surgery , to talk about different treatment options first with dr . de barr ##os .","I would encourage anyone who is thinking of back surgery , to talk about different treatment options first with Dr. de Barros ."
28263,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,i have been to kim at che ##ve ##ux for more than five years .,I have been to Kim at Cheveux for more than five years .
28276,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",17,18,Genitive Case,"if you can not park in the lot , then you can park in the shopping center ' s garage , and walk up to end ##o su ##shi .","If you can not park in the lot , then you can park in the shopping center 's garage , and walk up to Endo Sushi ."
28303,for,for,ADP,,,,,,,0,['for'],[2005],26,26,Causal-Final Case,"i explained that i was already on my way and i would rush to get there as soon as i could because i needed my car for work at 5 am , but the guy was arguing with me saying he was go ##n na lock the doors right at 5 : 30 .","I explained that i was already on my way and i would rush to get there as soon as i could because i needed my car for work at 5 am , but the guy was arguing with me saying he was gon na lock the doors right at 5:30 ."
28354,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,i used fancy flowers for my late husband ' s funeral flowers as they had been recommended to me .,I used Fancy Flowers for my late husband 's funeral flowers as they had been recommended to me .
28392,products,product,NOUN,,Plur,,,,,1,['products'],[3688],2,2,Plural Noun,she recommended products but absolutely did n ' t pressure me to buy .,She recommended products but absolutely did n't pressure me to buy .
28404,sinks,sink,NOUN,,Plur,,,,,1,['sinks'],[23462],11,11,Plural Noun,"our bathroom fan , one electric outlet and 2 leak ##y sinks have yet to be fixed .","Our bathroom fan , one electric outlet and 2 leaky sinks have yet to be fixed ."
28421,prices,price,NOUN,,Plur,,,,,1,['prices'],[7597],5,5,Plural Noun,"for the quality , the prices ( $ 4 - $ 6 ) have to be the best in town .","For the quality , the prices ( $ 4 - $ 6 ) have to be the best in town ."
28442,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks dan and john ##ette for your responsive ##ness and professional service .,Thanks Dan and Johnette for your responsiveness and professional service .
28453,suggestions,suggestion,NOUN,,Plur,,,,,1,['suggestions'],[15690],5,5,Plural Noun,"huge selection and , great suggestions from the staff and they refer you to reliable places if they do n ' t have what you need .","Huge selection and , great suggestions from the staff and they refer you to reliable places if they do n't have what you need ."
28478,tires,tire,NOUN,,Plur,,,,,1,['tires'],[13310],18,18,Plural Noun,i shop ##ped it around and they were extremely competitive in pricing and also added nitrogen to my tires which should extend the life and get me better gas mile ##age .,I shopped it around and they were extremely competitive in pricing and also added nitrogen to my tires which should extend the life and get me better gas mileage .
28508,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,i moved to creeks ##ide apartments in august 2008 with a 6 - month lease and have just extended it for another 13 months !,I moved to Creekside Apartments in August 2008 with a 6 - month lease and have just extended it for another 13 months !
28556,contractors,contractor,NOUN,,Plur,,,,,1,['contractors'],[16728],3,3,Plural Noun,i interviewed several contractors for a kitchen re ##mo ##del .,I interviewed several contractors for a kitchen remodel .
28565,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,if you are really desperate for something to pass the time and are willing to shell out the best part of £ 30 for 2 two people then go for it .,If you are really desperate for something to pass the time and are willing to shell out the best part of £ 30 for 2 two people then go for it .
28597,patients,patient,NOUN,,Plur,,,,,1,['patients'],[5022],25,25,Plural Noun,"in addition to the core treatment , dr nelson has impressed me further with his concern and interest in the well - being of his patients – his dental work under ##pin ##ned by a strong duty of care to every patient .","In addition to the core treatment , Dr Nelson has impressed me further with his concern and interest in the well - being of his patients – his dental work underpinned by a strong duty of care to every patient ."
28638,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,"if you take him here for shots , no big deal but i would never let this man apply an ##est ##hetic to my pet ever again .","If you take him here for shots , no big deal but I would never let this man apply anesthetic to my pet ever again ."
28664,hours,hour,NOUN,,Plur,,,,,1,['hours'],[2847],8,8,Plural Noun,"i had to call back up there two hours later and the lady ( who claimed to be a manager ) said my food was on the way , and she did nt offer to compensate me in any kind of way .","i had to call back up there two hours later and the lady ( who claimed to be a manager ) said my food was on the way , and she did nt offer to compensate me in any kind of way ."
28707,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,"i am waiting longer at bn ##a for my pickup ##s and last time i parked with them , they lost my car key .","I am waiting longer at BNA for my pickups and last time I parked with them , they lost my car key ."
28730,timings,timing,NOUN,,Plur,,,,,1,"['timing', '##s']","[10984, 2015]",2,3,Plural Noun,surgery visit timing ##s were always made to suit me and not them and they gave me the feeling that i mattered and was important to them .,Surgery visit timings were always made to suit me and not them and they gave me the feeling that I mattered and was important to them .
28757,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,wonderful service for large group,Wonderful service for large group
28762,types,type,NOUN,,Plur,,,,,1,['types'],[4127],10,10,Plural Noun,"even though we were only supposed to have those specific types of pizza , when guests asked for a different type , it was brought out with no charge to us !","Even though we were only supposed to have those specific types of pizza , when guests asked for a different type , it was brought out with no charge to us !"
28826,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"after recently relocating to south bend , we were looking for a delicious , fun , yet elegant establishment for new year s eve dinner .","After recently relocating to South Bend , we were looking for a delicious , fun , yet elegant establishment for New Year s Eve dinner ."
28852,for,for,ADP,,,,,,,0,['for'],[2005],13,13,Causal-Final Case,"the meal was extremely over ##pr ##ice ##d and lacked flavor , especially for being a special ny ##e menu .","The meal was extremely overpriced and lacked flavor , especially for being a special NYE menu ."
28869,people,people,NOUN,,Plur,,,,,0,['people'],[2111],22,22,Plural Noun,"i was then moved to another room around the back where the room was dirty , the shower was dirty with other people s hair in it , the toilet seat was peeling and rough and the bathroom was full of mo ##uld .","I was then moved to another room around the back where the room was dirty , the shower was dirty with other people s hair in it , the toilet seat was peeling and rough and the bathroom was full of mould ."
28912,friends,friend,NOUN,,Plur,,,,,1,['friends'],[2814],28,28,Plural Noun,"we can not wait to go back to santa fe and to this great b & b . . . especially my 4 year old , who made friends with ms . sue and all the ladies , and has talked about them since we left !","We can not wait to go back to Santa Fe and to this great B&B ... especially my 4 year old , who made friends with Ms. Sue and all the ladies , and has talked about them since we left !"
28954,charges,charge,VERB,,Sing,3,Pres,,,1,['charges'],[5571],15,15,Third-Person Present Tense Verb,the second vendor charged $ 55 ( less than half of what a & e charges ) to come and applied that to the price of the repair service ( which a & e does not ) .,The second vendor charged $ 55 ( less than half of what A&E charges ) to come and applied that to the price of the repair service ( which A&E does not ) .
28988,Seems,seem,VERB,,Sing,3,Pres,,,1,['seems'],[3849],0,0,Third-Person Present Tense Verb,seems to me like a & e charges way more than necessary !,Seems to me like A&E charges way more than necessary !
28999,issues,issue,NOUN,,Plur,,,,,1,['issues'],[3314],10,10,Plural Noun,he was willing to talk to me about my specific issues and develop a plan of action .,He was willing to talk to me about my specific issues and develop a plan of action .
29017,for,for,ADP,,,,,,,0,['for'],[2005],21,21,Causal-Final Case,it is next to ga ##re du nord and a five minute walk to sac ##re coe ##ur which is excellent for shopping .,It is next to Gare du Nord and a five minute walk to Sacre Coeur which is excellent for shopping .
29059,lines,line,NOUN,,Plur,,,,,1,['lines'],[3210],5,5,Plural Noun,"it is close to bus lines for opera plaza , galleries lafayette , and the famous flea market .","It is close to bus lines for Opera Plaza , Galleries Lafayette , and the famous flea Market ."
29078,problems,problem,NOUN,,Plur,,,,,1,['problems'],[3471],12,12,Plural Noun,"the mechanic came to our place and sorted out our car s problems , he explained the problem and was very up front and honest , it was towed to the workshop as the gearbox was not working ( he explained it better ) .","The mechanic came to our place and sorted out our car s problems , he explained the problem and was very up front and honest , it was towed to the workshop as the gearbox was not working ( he explained it better ) ."
29123,Autos,auto,NOUN,,Plur,,,,,1,"['auto', '##s']","[8285, 2015]",16,17,Plural Noun,"so yes , i would n ' t hesitate in recommend ##ing the team at just auto ##s for easy professional car repairs , thank you just auto ##s for your help .","So yes , I would n't hesitate in recommending the team at Just Autos for easy professional car repairs , Thank you Just Autos for your help ."
29151,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",15,16,Genitive Case,once they realized their mistake they sent a mechanic and tow truck to my wife ' s work and towed it back to fix it .,Once they realized their mistake they sent a mechanic and tow truck to my wife 's work and towed it back to fix it .
29176,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,i want to say that mike did a great job for our family in our time of need .,I want to say that Mike did a great job for our family in our time of need .
29195,for,for,ADP,,,,,,,0,['for'],[2005],19,19,Causal-Final Case,he is very professional in his position as a director and yet he still made time to be compassionate for what we were all going through .,He is very professional in his position as a director and yet he still made time to be compassionate for what we were all going through .
29249,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,thank you mike for all your help professionally and personally .,Thank you Mike for all your help professionally and personally .
29260,for,for,ADP,,,,,,,0,['for'],[2005],18,18,Causal-Final Case,"there were 2 in our group , and a 3rd person was also in the parking lot waiting for this class .","There were 2 in our group , and a 3rd person was also in the parking lot waiting for this class ."
29282,routes,route,NOUN,,Plur,,,,,1,['routes'],[5847],11,11,Plural Noun,"i do n ' t want to waste my time on routes set for children , but i do n ' t want to take on something i ca n ' t handle just to strain myself to exhaustion .","I do n't want to waste my time on routes set for children , but I do n't want to take on something I ca n't handle just to strain myself to exhaustion ."
29316,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,"not only is this place too expensive for what it is , it s horrible !","not only is this place too expensive for what it is , it s horrible !"
29332,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,"i was a waitress for years and a key rule is to serve customers with small children before others , as i was the last to get my food .","I was a waitress for years and a key rule is to serve customers with small children before others , as I was the last to get my food ."
29362,days,day,NOUN,,Plur,,,,,1,['days'],[2420],38,38,Plural Noun,"but i had my cat spa ##yed through their reduced / free spa ##y and ne ##uter program and the vet they sent us to was first of all a hour and a half away , and 4 days later we had to bring them to our normal vet because the vet ##s at the place in wisconsin did a crap ##py job and they got infections .","But I had my cat spayed through their reduced / free spay and neuter program and the vet they sent us to was first of all a hour and a half away , and 4 days later we had to bring them to our normal vet because the vets at the place in wisconsin did a crappy job and they got infections ."
29425,postcards,postcard,NOUN,,Plur,,,,,1,"['post', '##cards']","[2695, 17965]",18,19,Plural Noun,"we have been blessed to find elite flyers online and would not use anyone else to handle our post ##cards , posters , etc .","We have been blessed to find Elite Flyers online and would not use anyone else to handle our postcards , posters , etc ."
29473,needs,need,VERB,,Sing,3,Pres,,,1,['needs'],[3791],9,9,Third-Person Present Tense Verb,i recommend this company to anyone and everyone that needs great work done at a reasonable rate !,I recommend this company to ANYONE and everyone that needs great work done at a reasonable rate !
29491,Cards,card,NOUN,,Plur,,,,,1,['cards'],[5329],0,0,Plural Noun,"cards , wrapping paper , paper , and an area to sit down and talk with someone to design your own invitations or for whatever else your custom printing needs may be .","Cards , wrapping paper , paper , and an area to sit down and talk with someone to design your own invitations or for whatever else your custom printing needs may be ."
29524,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,be warned - they ' ll lt ##ake you for everything they can .,Be warned - they 'll ltake you for everything they can .
29536,problems,problem,NOUN,,Plur,,,,,1,['problems'],[3471],17,17,Plural Noun,"when we complained to the management ( as we were instructed to do if there were any problems ) , nothing happened !","When we complained to the management ( as we were instructed to do if there were any problems ) , nothing happened !"
29582,guests,guest,NOUN,,Plur,,,,,1,['guests'],[6368],14,14,Plural Noun,"then , the next morning , when we , among many other ira ##te guests , asked to speak to the owner , he refused to do so .","Then , the next morning , when we , among many other irate guests , asked to speak to the owner , he refused to do so ."
29610,pastries,pastry,NOUN,,Plur,,,,,2,"['past', '##ries']","[2627, 5134]",10,11,Plural Noun,i can not describe how delicious the mango and cheese past ##ries and the om ##ele ##ts are to die for .,I can not describe how delicious the mango and cheese pastries and the omelets are to die for .
29629,for,for,ADP,,,,,,,0,['for'],[2005],7,7,Causal-Final Case,i have been going to warner family for a number of years and would highly recommend it to anyone .,I have been going to Warner Family for a number of years and would highly recommend it to anyone .
29649,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,i ca nt speak for them but any tests or appointments they recommend are probably in the best interests of us ( the patient ) and you have the ability to decline anything that they suggest to you .,I ca nt speak for them but any tests or appointments they recommend are probably in the best interests of us ( the patient ) and you have the ability to decline anything that they suggest to you .
29688,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,"they always ask if you have meat in your dish , ( for vegetarian ##s like me ) , they scrub an area of the grill and use separate ut ##ens ##ils to cook .","They always ask if you have meat in your dish , ( for vegetarians like me ) , they scrub an area of the grill and use separate utensils to cook ."
29720,ingredients,ingredient,NOUN,,Plur,,,,,1,['ingredients'],[12760],8,8,Plural Noun,"they do n ' t just dump your ingredients on and cook either , but carefully separate meat to the hotter parts of the grill and still manage to keep the ve ##gg ##ies from turning to mu ##sh .","They do n't just dump your ingredients on and cook either , but carefully separate meat to the hotter parts of the grill and still manage to keep the veggies from turning to mush ."
29755,cravings,craving,NOUN,,Plur,,,,,1,"['craving', '##s']","[26369, 2015]",5,6,Plural Noun,"before treatment , my food craving ##s were "" out of control "" which caused me to be stressed out .","Before treatment , my food cravings were "" out of control "" which caused me to be stressed out ."
29775,talks,talk,VERB,,Sing,3,Pres,,,1,['talks'],[7566],1,1,Third-Person Present Tense Verb,she talks to you at each appointment .,She talks to you at each appointment .
29783,suspects,suspect,NOUN,,Plur,,,,,1,['suspects'],[13172],1,1,Plural Noun,one suspects that earlier reviewer works for another laundry .,One suspects that earlier reviewer works for another laundry .
29793,people,people,NOUN,,Plur,,,,,0,['people'],[2111],16,16,Plural Noun,i would strongly suggest you give them the chance to prove to you that not all people in this world are evil !,I would strongly suggest you give them the chance to prove to you that not all people in this world are evil !
29816,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,"after checking for signs of fire or smoke and seeing none , i decided to just pack up and leave .","After checking for signs of fire or smoke and seeing none , I decided to just pack up and leave ."
29837,apologies,apology,NOUN,,Plur,,,,,2,['apologies'],[25380],5,5,Plural Noun,"this little drip offered no apologies whatsoever , and even refused to give me the name of the manager until i pressed him for it 3 times .","This little drip offered no apologies whatsoever , and even refused to give me the name of the manager until I pressed him for it 3 times ."
29865,months,month,NOUN,,Plur,,,,,1,['months'],[2706],5,5,Plural Noun,"it took them nearly two months to complete a simple task , and countless calls from my part due to their lack of response and passion ( not that it ' s a requirement for the job , but it helps to at least pretend to be helpful ) .","It took them nearly two months to complete a simple task , and countless calls from my part due to their lack of response and passion ( not that it 's a requirement for the job , but it helps to at least pretend to be helpful ) ."
29914,results,result,NOUN,,Plur,,,,,1,['results'],[3463],9,9,Plural Noun,"also , i was promised to have my test results email ##ed to me , but it never happened , and after a few attempts to get dr . romani ##ck on the phone to brief me on my condition , i finally gave up and went to a different doctor .","Also , I was promised to have my test results emailed to me , but it never happened , and after a few attempts to get Dr. Romanick on the phone to brief me on my condition , I finally gave up and went to a different doctor ."
30012,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,i was moving out from 2 b ##dr apartment and it took for 3 strong guys 6 hours to load a track ( from 2 pm - 8 pm ) .,I was moving out from 2 bdr apartment and it took for 3 strong guys 6 hours to load a track ( from 2 pm - 8 pm ) .
30042,people,people,NOUN,,Plur,,,,,0,['people'],[2111],12,12,Plural Noun,"we were always having our water shut off , there were always people having parties at the pool , even after it was supposed to be closed .","We were always having our water shut off , there were always people having parties at the pool , even after it was supposed to be closed ."
30070,people,people,NOUN,,Plur,,,,,0,['people'],[2111],12,12,Plural Noun,"the pool was supposed to close at 10 and they would have people down there until 11 : 45 yelling , playing music and do who - knows - what in the dark corners of the pool .","The pool was supposed to close at 10 and they would have people down there until 11:45 yelling , playing music and do who - knows - what in the dark corners of the pool ."
30106,for,for,ADP,,,,,,,0,['for'],[2005],30,30,Causal-Final Case,"he was referred to me by a friend , who did n ' t have the best experience with ted , but said that ted was able to make up for his lack of prepared ##ness at the end .","He was referred to me by a friend , who did n't have the best experience with Ted , but said that Ted was able to make up for his lack of preparedness at the end ."
30180,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,"my friend and i were to stay here for a girls night , catch up on our lives evening .","My friend and I were to stay here for a girls night , catch up on our lives evening ."
30200,for,for,ADP,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,they said that we were to be charged for this room regardless because we did not cancel within the 72 hours .,They said that we were to be charged for this room regardless because we did not cancel within the 72 hours .
30222,times,time,NOUN,,Plur,,,,,1,['times'],[2335],3,3,Plural Noun,"i called 3 times to talked to a manager , never a call back .","I called 3 times to talked to a manager , never a call back ."
30237,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,i cong ##rat ##ulated this establishment for doing the research on making nyc pizza because these scots fc ##king nailed it .,I congratulated this establishment for doing the research on making NYC pizza because these Scots fcking nailed it .
30256,options,option,NOUN,,Plur,,,,,1,['options'],[7047],4,4,Plural Noun,there were no other options available ( i only brought my check card to cover any over ##age cost ) and she rang it up and applied it to the gift card before telling me about the tip policy .,There were no other options available ( I only brought my check card to cover any overage cost ) and she rang it up and applied it to the gift card before telling me about the tip policy .
30295,takes,take,VERB,,Sing,3,Pres,,,1,['takes'],[3138],2,2,Third-Person Present Tense Verb,"it usually takes 20 min ##s for a me ##zza luna , as they have to add pure delicious extract to the mix .","it usually takes 20 mins for a mezza luna , as they have to add pure delicious extract to the mix ."
30317,miles,mile,NOUN,,Plur,,,,,1,['miles'],[2661],12,12,Plural Noun,"my 2004 x - type was getting close to 100 , 000 miles so it was time for an upgrade .","My 2004 x - type was getting close to 100,000 miles so it was time for an upgrade ."
30336,sides,side,NOUN,,Plur,,,,,1,['sides'],[3903],6,6,Plural Noun,fair give and take on both sides until we agreed on a deal that was within my parameters and was fair to both sides .,Fair give and take on both sides until we agreed on a deal that was within my parameters and was fair to both sides .
30361,Thanks,thank,NOUN,,Plur,,,,,1,['thanks'],[4283],0,0,Plural Noun,thanks for the great deal and the great car !,Thanks for the great deal and the great car !
30371,for,for,ADP,,,,,,,0,['for'],[2005],12,12,Causal-Final Case,we were told by a detective and asked to check our credit for anything unusual .,We were told by a detective and asked to check our credit for anything unusual .
30387,minutes,minute,NOUN,,Plur,,,,,1,['minutes'],[2781],18,18,Plural Noun,"they tracked down the only tire that fit my bmw 330 ##i in mu ##rf ##ree ##sboro within minutes and secured it , then they came out , took off my tire ( it was a run ##fl ##at - but run ##fl ##ats do n ' t do you any good if they blow out ) , and brought it to their shop to change the tire .","They tracked down the only tire that fit my BMW 330i in Murfreesboro within minutes and secured it , then they came out , took off my tire ( it was a runflat - but runflats do n't do you any good if they blow out ) , and brought it to their shop to change the tire ."
30446,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,thanks bud for all of your help and taking time away from your family that evening .,Thanks Bud for all of your help and taking time away from your family that evening .
30463,for,for,ADP,,,,,,,0,['for'],[2005],11,11,Causal-Final Case,i was told management would call me back but still waiting for that call .,I was told management would call me back but still waiting for that call .
30478,s,s,VERB,,Sing,3,Pres,,,0,['s'],[1055],8,8,Third-Person Present Tense Verb,"i will probably stay here again because it s cheap and i ca nt afford a better hotel , but do not look forward to it and would definitely not recommend this hotel for families or single female travellers .","I will probably stay here again because it s cheap and I ca nt afford a better hotel , but do not look forward to it and would definitely not recommend this hotel for families or single female travellers ."
30518,for,for,ADP,,,,,,,0,['for'],[2005],18,18,Causal-Final Case,i will never go back to this place and i am reporting them to the better business bureau for such horrible customer relations and basically sa ##bot ##aging my pizza and taking my $ 25 .,I will never go back to this place and I am reporting them to the better business bureau for such horrible customer relations and basically sabotaging my pizza and taking my $ 25 .
30552,results,result,NOUN,,Plur,,,,,1,['results'],[3463],4,4,Plural Noun,i have gotten better results talking to com ##cast customer service than with these folks .,I have gotten better results talking to COMCAST customer service than with these folks .
30567,happens,happen,VERB,,Sing,3,Pres,,,1,['happens'],[6433],15,15,Third-Person Present Tense Verb,"we were introduced to bis ##tro tall ##ula ##h by traveler - professional diner who happens to own the ad ##el ##phi hotel and travels the world - - and residing in paris , london , new york the rest of the year .","We were introduced to Bistro Tallulah by traveler - professional diner who happens to own the Adelphi Hotel and travels the world -- and residing in Paris , London , New York the rest of the year ."
30605,meals,meal,NOUN,,Plur,,,,,1,['meals'],[12278],47,47,Plural Noun,i rr ##ly seek the ce ##h ##f out to introduce myself - - but the second time we went - - i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .,I rrly seek the cehf out to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
30650,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,i work for a large retail company recently expanding our operations into canada and had to travel to ensure all of our computer network equipment was installed properly and on time .,I work for a large retail company recently expanding our operations into Canada and had to travel to ensure all of our computer network equipment was installed properly and on time .
30682,boarders,boarder,NOUN,,Plur,,,,,1,"['board', '##ers']","[2604, 2545]",15,16,Plural Noun,this can tend to be a stress ##ful experience in itself let alone adding crossing board ##ers for the first time .,This can tend to be a stressful experience in itself let alone adding crossing boarders for the first time .
30722,accommodations,accommodation,NOUN,,Plur,,,,,1,['accommodations'],[26167],7,7,Plural Noun,i was very pleased to find my accommodations and the hotel staff to be a very calming and comforting part of my trip .,I was very pleased to find my accommodations and the hotel staff to be a very calming and comforting part of my trip .
30746,surprises,surprise,NOUN,,Plur,,,,,1,['surprises'],[20096],18,18,Plural Noun,"i found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises .","I found the hotel to be amazingly clean , not to mention very well adorned with many pleasant surprises ."
30766,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,please pass my appreciation to the staff and management for their excellent hospitality and good spirits as it helped make a stress ##ful trip enjoyable .,Please pass my appreciation to the Staff and Management for their excellent hospitality and good spirits as it helped make a stressful trip enjoyable .
30791,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,"well i was in for a treat when i was greeted by the friendly girls at the counter who asked if my wife and i would like to sit in their "" new "" dining room .","Well I was in for a treat when I was greeted by the friendly girls at the counter who asked if my wife and I would like to sit in their "" new "" dining room ."
30828,items,item,NOUN,,Plur,,,,,1,['items'],[5167],10,10,Plural Noun,"after looking at the menu and seeing the new menu items they had , we knew we were in for a treat !","After looking at the menu and seeing the new menu items they had , we knew we were in for a treat !"
30851,for,for,ADP,,,,,,,0,['for'],[2005],13,13,Causal-Final Case,"i called home - excel the next day to order a replacement screen for the window , and was happily surprised when they said that they were n ' t even going to charge me for the replacement screen . . . that it would be covered under their gu ##are ##nte ##e .","I called Home - Excel the next day to order a replacement screen for the window , and was happily surprised when they said that they were n't even going to charge me for the replacement screen ... that it would be covered under their guarentee ."
30898,envelopes,envelope,NOUN,,Plur,,,,,1,"['envelope', '##s']","[11255, 2015]",22,23,Plural Noun,"they were sent to our second room and had been opened - - the ribbon - wrapped present , and all 3 envelope ##s .","They were sent to our second room and had been opened -- the ribbon - wrapped present , and all 3 envelopes ."
30921,items,item,NOUN,,Plur,,,,,1,['items'],[5167],23,23,Plural Noun,"security in the hotel seemed to be excellent , but we were never given an explanation as to why someone would open these items .","Security in the hotel seemed to be excellent , but we were never given an explanation as to why someone would open these items ."
30946,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",17,18,Genitive Case,i would never recommend this gym to anyone and unfortunately this is based solely on the owner ' s own un ##pro ##fe ##ssion ##alis ##m .,I would NEVER recommend this gym to anyone and unfortunately this is based solely on the owner 's own unprofessionalism .
30967,for,for,ADP,,,,,,,0,['for'],[2005],18,18,Causal-Final Case,"however , then i asked to amend my return to apply a credit i had just become eligible for .","However , then I asked to amend my return to apply a credit I had just become eligible for ."
